zts1e	Nuevo Ítem
zts4792e	Con este pergamino podrás transformarte en un monstruo de Glacernon, un monstruo oportuno para esta estación de año. Si logras transformarte, se gastará un pergamino.[n]Transformación de regreso: [n] Podrás retornar a tu forma original utilizando nuevamente el mismo pergamino.[n]Si mueres o te desconectas del juego, serás transformado automaticamente a tu forma original.[n][n]
zts4793e	Con este pergamino podrás transformarte en un monstruo de Glacernon, un monstruo oportuno para esta estación de año. Si logras transformarte, se gastará un pergamino.[n]Transformación de regreso: [n] Podrás retornar a tu forma original utilizando nuevamente el mismo pergamino.[n]Si mueres o te desconectas del juego, serás transformado automaticamente a tu forma original.[n]Ítem de Evento[n] Este ítem desaparecerá al termino del evento.[n][n]
zts4794e	Un baúl que puedes obtener de los monstruos atrapados en el vaso.[n] Seguramente encontrarás un ítem muy extraño.[n][n]
zts4822e	Te convertirá en el terror de NosTale.[n]La probabilidad de acierto y la potencia de ataque aumentan en 150.[n]Nivel: 1[n]Duración: 3 horas desde que se usa por primera vez.[n][n]
zts4827e	Es una Caja de regalo que pertenecía a Lady Calvina.[n]Cuando la abras podrás recibir un objeto secreto de Lady Calvina.[n]
zts4829e	Ítem de evento[n]Con el término del evento, este ítem desaparecerá[n][n]
zts4830e	Un ítem para el Día de San Valentín.[n]Si quieres declararle tu amor a alguien, elige la persona y utiliza este ítem.[n]Quien reciba muchas declaraciones de amor (4 o 10 veces), obtiene un buff más fuerte.[n]Atención: Puedes declararle tu amor a alguien sólo tres al día.[n]Este ítem desaparecerá al término del evento.[n][n]
zts4832e	Tigre Blanco Mágico
zts4833e	Con este Ítem evocas al Tigre Blanco Mágico-[n]De este modo puedes moverte  rápidamente a Glacernon.[n]Utilizándolo otra vez, el Tigre Blanco desaparecerá.[n]No hay un Nivel Límite.[n][n]
zts4834e	Cofre del Tigre Blanco Mágico
zts4835e	Un Cofre en el cual se encuentra escondido un Tigre Blanco Mágico.[n]Una vez sacado el Ítem, no podrás vender más el Cofre.
zts4836e	Los HP y los MP serán cargados constantemente.[n]Este ítem desaparecerá al término del evento[n][n]
zts4837e	Ítem de evento[n]Este ítem desaparecerá al término del evento[n][n]
zts4838e	Un ítem para el Día de San Valentín.[n]Si quieres declararle tu amor a alguien, elige la persona y utiliza este ítem.[n]Quien reciba muchas declaraciones de amor (4 o 10 veces), obtiene un buff más fuerte.[n]Atención: Puedes declararle tu amor a alguien sólo tres al día.[n]Este ítem desaparecerá al término del evento.[n][n]
zts4839e	Un ítem para el Día de San Valentín.[n]Si quieres declararle tu amor a alguien, elige la persona y utiliza este ítem.[n]Quien reciba muchas declaraciones de amor (4 o 10 veces), obtiene un buff más fuerte.[n]Atención: Puedes declararle tu amor a alguien sólo tres al día.[n]Este ítem desaparecerá al término del evento.[n][n]
zts4843e	Éste Cofre contiene los siguientes Items que se pueden obtener en el NosMall:[n] Cofre del Tigre Blanco Mágico (1 vez)[n]Alas de la Amistad (10 veces)[n]Altavoz (30 veces)[n]Juego de Cartas de Tarot (1 vez)[n]así como un Cofre especial Antiguo de la Buena Suerte .[n][n]
zts4900e	Disfraz de Ardilla clásico (ilimitado)
zts4903e	Sombrero de Ardilla clásico (ilimitado)
zts4924e	Traje de Boda (3 días)
zts4925e	Según el sexo del personaje, los personajes masculinos pueden vestir un esmoquin y los personajes femeninos un traje de novia.[n]El tiempo de duración empieza cuando se lo ponga.[n]
zts4926e	Traje de Boda (7 días)
zts4927e	Taje de Boda (30 días)
zts4928e	Traje de Boda (permanente)
zts4929e	Peinado de Boda (3 días)
zts4930e	Según el sexo del personaje, los personajes masculinos pueden obtener un peinado de boda y los personajes femeninos un velo de novia.[n]El tiempo de duración empieza cuando se lo ponga.[n]
zts4931e	Peinado de Boda (7 días)
zts4932e	Peinado de Boda (30 días)
zts4933e	Peinado de Boda (permanente)
zts4934e	Flecha de Cupido
zts4936e	Carta de Divorcio
zts4937e	Con este ítem puedes divorciarte de tu pareja.[n]Puede ser utilizado sólo por uno de los cónyuges.
zts4938e	Fuego Artificial Singular
zts4939e	Un Fuego Artificial que funciona solamente una vez.[n]Utilízalo para organizar un espectáculo pirotécnico.[n][n]
zts4940e	Fuego Artificial Doble
zts4941e	Un Fuego Artificial que enciende cohetes sin pausa.[n]Utilízalo para organizar un espectáculo pirotécnico fenomenal.[n]
zts4942e	Fuego Artificial de Fuente (Azul)
zts4943e	Un Fuego Artificial que lanza chispas azules en forma de una fuente.[n]Puedes ver preciosas luces cuando está encendido.[n][n]
zts4944e	Fuego Artificial de Fuente (Amarillo)
zts4945e	Un Fuego Artificial que lanza chispas amarillas en forma de una fuente.[n]
zts4946e	Fuego Artificial de Corazón (Azul)
zts4947e	Un Fuego Artificial que lanza chispas azules que forman un corazón.[n]Utilízalo para organizar un espectáculo pirotécnico.[n][n]
zts4948e	Fuego Artificial de Corazón (Rojo)
zts4949e	Un Fuego Artificial que lanza chispas rojas que forman un corazón.[n]Utilízalo para organizar un espectáculo pirotécnico.[n][n]
zts4950e	La Flecha de Cupido[n][Introducción][n]Selecciona un personaje con el que quieras casarte[n][Efecto][n] Si formas un grupo con tu pareja y cazáis juntos, obtendrás el 5% más de EP. [n]Podrás transportarte a donde tu pareja sin utilizar las Alas de la Amistad.[n][Atención][n]El ítem será utilizado independientemente del resultado de tu propuesta.
zts4960e	¡Un paquete especial para tu boda![n]Abriéndolo, puedes obtener los siguientes items: [n][Lista de Items]1 Flecha de Cupido[n]2 Trajes de Boda (7 días) [n]10 Fuego Artificial Doble [n]10 Fuego Artificial de Fuente (amarillo)[n]10 Fuego Artificial de Corazón (rojo)[Nota][n] Los trajes y los peinados de boda serán ajustados al sexo del personaje.
zts4962e	Un Fuego Artificial que puede ser utilizado varias veces.[n]Utilízalo para organizar un espectáculo pirotécnico fenomenal.
zts4963e	Un Fuego Artificial que lanza chispas amarillas en forma de una fuente.[n]Puedes ver preciosas luces cuando está encendido.[n][n]
zts4968e	Caja Deportiva
zts4969e	Cuando abras ésta caja, podrás obtener uno de los siguientes Items de NosMall.[n][Los Items que puedes obtener][n]Casco de Caballero [n] Máscara de Caballero [n] Medalla del Experto [n] Perla de la Ardilla Futbolista [n] Perla de la Ardilla Árbitro [n] Perla de la Ardilla Boxeadora [n] Alimento Especial para Mascotas [n] Pergamino de Protección del Equipamiento [n] Agua de la Fuente de Cylloan [n] Poción especial grande [n] Pergamino de la Liberación [n]
zts4976e	Ardilla futbolista
zts4982e	Ardilla árbitro
zts4984e	Ítem para eventos: [n]Si lo utilizas, obtienes 10% más de puntos de experiencia durante 50 minutos.[n]El objeto sólo puede recibirse una vez al día.[n]Advertencia: Este ítem desaparece cuando finaliza el evento.[n]
zts4989e	Te lleva de regreso al pueblo.[n]Puedes decidir si guardar el lugar en el cual te encuentras ahora como lugar de retorno. Utilizando en Amuleto del Retorno regresarás al lugar guardado.[n]
zts4990e	Te lleva de regreso al pueblo.[n]Puedes decidir si guardar el lugar en el cual te encuentras ahora como lugar de retorno. Utilizando en Amuleto del Retorno regresarás al lugar guardado.[n][Limitación][n]Puede ser utilizado sólo en las Regiones del Desierto.[n]Usándolo regresarás al lugar de retorno que has elegido en la Región del Desierto.[n]
zts4992e	Ropaje de cristal
zts4993e	Ropaje adornado con cristales poseedor del poder de la luz [n]
zts4994e	Túnica de cristal
zts4995e	Armadura de piel adornada con cristales, que posee el poder de la luz [n]
zts4996e	Armadura de cristal
zts4997e	Armadura adornada con cristales y que posee el poder de la luz[n]
zts4998e	Vincha de cristal
zts4999e	Vincha en forma de cuerno en la que se encuentran los poderes mágicos de Berios.
zts5000e	Diadema de cristal
zts5001e	Adorno para la cabeza en el que se encuentra el poder de la luz de Lord Berios.[n]
zts5002e	Baúl del tesoro de Lord Berios
zts5003e	Baúl del tesoro que llevaba Berios.[n]Ábrelo para recibir el objeto ocultado por Berios.[n]
zts5011e	Baúl de la Fortuna de Sellaim
zts5013e	Baúl de la Fortuna de Woondine
zts5015e	Baúl de la Fortuna de Eperial
zts5017e	Baúl de la Fortuna de Turik
zts5019e	Este baúl contiene ítems especiales: [n]Abriendo el baúl podrás seleccionar entre uno de los siguientes ítems.[n] Lista de ítems: [n]1x Sellaim[n]1x Carta de Tarot[n]5x Fortalecedor de Hada[n]3x Bendición de Ancelloan[n]1x Pergamino de Protección de Equipamiento[n]45x Agua de la Fuente de Cylloan[n]40x Plumas de Ángel[n]1x Pergamino de la Liberación[n]2x Poción Especial Mediana[n]5x Alimento Exclusivo para mascotas[n]
zts5020e	Este baúl contiene ítems especiales: [n]Abriendo el baúl podrás seleccionar entre uno de los siguientes ítems.[n] Lista de ítems: [n]1x Woondine[n]1x Carta de Tarot[n]5x Fortalecedor de Hada[n]3x Bendición de Ancelloan[n]1x Pergamino de Protección de Equipamiento[n]45x Agua de la Fuente de Cylloan[n]40x Plumas de Ángel[n]1x Pergamino de la Liberación[n]2x Poción Especial Mediana[n]5x Alimento Exclusivo para Mascotas[n]
zts5021e	Este baúl contiene ítems especiales: [n]Abriendo el baúl podrás seleccionar entre uno de los siguientes ítems.[n] Lista de ítems: [n]1x Eperial[n]1x Carta de Tarot[n]5x Fortalecedor de Hada[n]3x Bendición de Ancelloan[n]1x Pergamino de Protección de Equipamiento[n]45x Agua de la Fuente de Cylloan[n]40x Plumas de Ángel[n]1x Pergamino de la Liberación[n]2x Poción Especial Mediana[n]5x Alimento Exclusivo para Mascotas[n]
zts5022e	Este baúl contiene ítems especiales: [n]Abriendo el baúl podrás seleccionar entre uno de los siguientes ítems.[n] Lista de ítems: [n]1x Turik[n]1x Carta de Tarot[n]5x Fortalecedor de Hada[n]3x Bendición de Ancelloan[n]1x Pergamino de Protección de Equipamiento[n]45x Agua de la Fuente de Cylloan[n]40x Plumas de Ángel[n]1x Pergamino de la Liberación[n]2x Poción Especial Mediana[n]5x Alimento Exclusivo para mascotas[n]
zts5023e	Rusty Robby
zts5024e	Cabrio Mágico
zts5028e	Estrella (Evento)
zts5029e	Cupón (Estrella)
zts5030e	Ítem para eventos:[n]Si al término del evento todavía tienes cupones, éstos serán canjeados automáticamente.[n]Advertencia: Este ítem desparece cuando el evento termine.
zts5031e	Baúl Grande de la Fortuna de Sellaim
zts5032e	Al abrir el baúl puedes obtener uno de los siguientes ítems: [n]1 Sellaim Grande[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5033e	Baúl Grande de la Fortuna de Woondine
zts5034e	Al abrir el baúl puedes conseguir uno de los siguientes ítems:[n]1 Woondine Grande[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5035e	Baúl Grande de la Fortuna de Eperial
zts5036e	Al abrir el baúl puedes obtener uno de los siguientes ítems: [n]1 Eperial Grande[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10x Alimentos Exclusivos para Mascotas[n]
zts5037e	Baúl Grande de la Fortuna de Turik
zts5038e	Al abrir el baúl puedes obtener uno de los siguientes ítems:[n]1 Turik Grande[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5039e	Caja de Boda
zts5040e	Baúl de la fortuna de la ardilla marinera
zts5041e	Al abrir el baúl puedes obtener uno de los siguientes ítems: [n]1 Perla de la Ardilla Marinera[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberaciones[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5042e	Baúl de la Fortuna de la Ardilla Cazaratones
zts5043e	Al abrir el baúl puedes obtener uno de los siguientes ítems: [n]1 Perla de la Ardilla Cazarratones[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5044e	Baúl de la Fortuna de la Ardilla Enferma
zts5045e	Al abrir el baúl puedes obtener uno de los siguientes ítems: [n]1 Perla de la Ardilla Enferma[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5046e	Baúl de la Fortuna de la Ardilla
zts5047e	Al abrir el baúl puedes obtener uno de los siguientes ítems: [n]1 Perla de la Ardilla[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hadar[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5048e	Baúl de la Fortuna de Ardilla Samuai
zts5049e	Al abrir el baúl puedes obtener uno de los siguientes ítems: [n]1 Perla de la Ardilla Samurai[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5050e	Baúl de la Fortuna de la Ardilla Torera.
zts5051e	Al abrir el baúl puedes obtener uno de los siguientes ítems: [n]1 Perla de la Ardilla Torera[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales  medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5054e	Caja Sorpresa de Rusty Robby
zts5055e	Si la abres, podrás obtener uno de los siguientes ítems: [n]1 Perla de Rusty Robby[n]1 Juego de Cartas de Tarot[n]1 Pocion especial pequeña[n]10 Fortalecedores de Hada[n]40 Alas de la Amistad[n]
zts5062e	Baúl de la Fortuna del Cabrio Mágico
zts5063e	Un baúl que contiene numerosos objetos, entre ellos un Cabrio Mágico con el cual podrás irte de paseo. [n]Al abrir el baúl podrás conseguir uno de los siguientes ítems: [n]1 Baúl del Cabrio Mágico[n]2 Juegos de Cartas de Tarot[n]10 Fortalecedores de Hada[n]6 Bendiciones de Ancelloan[n]2 Pergaminos de Protección del Equipamiento[n]90 Aguas de la Fuente de Cylloan[n]80 Plumas de Ángel[n]2 Pergaminos de la Liberación[n]2 Pociones especiales medianas[n]10 Alimentos Exclusivos para Mascotas[n]
zts5076e	Pan de Centeno Sabroso
zts5077e	Items de Evento[n][n]Los HP y los MP serán recargados lentamente.[n][n]Cuando el evento termine, este ítem desaparecerá.[n]
zts5078e	Polvo Claro de Luna
zts5079e	Items de Evento[n][n]Si le llevas a Malcom 10 Polvos Claro de Luna, la Tierra Oleosa y el Polvo de Cella, él podrá hacerte con estos objetos un Fertilizante Mágico.[n][n]Cuando el evento termine, este ítem desaparecerá.
zts5080e	Tierra Oleosa
zts5081e	Fertilizante Mágico
zts5082e	Items de Evento[n][n]Si lo utilizas, el Gran Rey Tubérculo será evocado[n]No puede ser utilizado en algunas regiones, incluyendo en Glacernon.[n][n]Cuando el evento termine, este ítem desaparecerá.[n]
